Category	Group	Time Window	Window Start (Years)	Feature	Median
Northern Segment	Corridor Segment	17500-18000 Years	17500	Fluctuation Amplitude	0.09877
Northern Segment	Corridor Segment	17500-18000 Years	17500	Time of Maximum Expansion	18000
Northern Segment	Corridor Segment	17500-18000 Years	17500	Maximum Expansion Rate	0.28167
Northern Segment	Corridor Segment	17500-18000 Years	17500	Time of Maximum Contraction	17600
Northern Segment	Corridor Segment	17500-18000 Years	17500	Maximum Contraction Rate	0.11797
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Mean Log Effective Population Size	9.00195
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Net Change in Log Effective Population Size	0.01386
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Mean Rate of Change	3e-5
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Fluctuation Amplitude	0.10075
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Time of Maximum Expansion	18000
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Maximum Expansion Rate	0.03008
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Time of Maximum Contraction	17600
Panxi and Liangshan	Sichuan Region	17500-18000 Years	17500	Maximum Contraction Rate	0.01739
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Mean Log Effective Population Size	9.32233
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Net Change in Log Effective Population Size	0.00566
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Mean Rate of Change	1e-5
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Fluctuation Amplitude	0.08369
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Time of Maximum Expansion	18000
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Maximum Expansion Rate	0.044
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Time of Maximum Contraction	17800
Qinghai-Tibet Plateau Core	Highland	17500-18000 Years	17500	Maximum Contraction Rate	-0.04005
Western Highland	Highland	17500-18000 Years	17500	Mean Log Effective Population Size	9.30258
Western Highland	Highland	17500-18000 Years	17500	Net Change in Log Effective Population Size	-0.00121
Western Highland	Highland	17500-18000 Years	17500	Mean Rate of Change	-0
Western Highland	Highland	17500-18000 Years	17500	Fluctuation Amplitude	0.1085
Western Highland	Highland	17500-18000 Years	17500	Time of Maximum Expansion	17800
Western Highland	Highland	17500-18000 Years	17500	Maximum Expansion Rate	0.05344
Western Highland	Highland	17500-18000 Years	17500	Time of Maximum Contraction	17800
Western Highland	Highland	17500-18000 Years	17500	Maximum Contraction Rate	-0.04099
Central Segment	Corridor Segment	18000-18500 Years	18000	Mean Log Effective Population Size	8.94586
Central Segment	Corridor Segment	18000-18500 Years	18000	Net Change in Log Effective Population Size	0.02348
Central Segment	Corridor Segment	18000-18500 Years	18000	Mean Rate of Change	6e-5
Central Segment	Corridor Segment	18000-18500 Years	18000	Fluctuation Amplitude	0.10522
Central Segment	Corridor Segment	18000-18500 Years	18000	Time of Maximum Expansion	18400
Central Segment	Corridor Segment	18000-18500 Years	18000	Maximum Expansion Rate	0.05079
Central Segment	Corridor Segment	18000-18500 Years	18000	Time of Maximum Contraction	18000
Central Segment	Corridor Segment	18000-18500 Years	18000	Maximum Contraction Rate	0.00443
North China	Northern Lowland	18000-18500 Years	18000	Mean Log Effective Population Size	8.59969
North China	Northern Lowland	18000-18500 Years	18000	Net Change in Log Effective Population Size	0.02702
North China	Northern Lowland	18000-18500 Years	18000	Mean Rate of Change	7e-5
North China	Northern Lowland	18000-18500 Years	18000	Fluctuation Amplitude	0.20679
North China	Northern Lowland	18000-18500 Years	18000	Time of Maximum Expansion	18000
North China	Northern Lowland	18000-18500 Years	18000	Maximum Expansion Rate	0.2099
North China	Northern Lowland	18000-18500 Years	18000	Time of Maximum Contraction	18400
North China	Northern Lowland	18000-18500 Years	18000	Maximum Contraction Rate	0.03562
Northern Segment	Corridor Segment	18000-18500 Years	18000	Mean Log Effective Population Size	9.17278
Northern Segment	Corridor Segment	18000-18500 Years	18000	Net Change in Log Effective Population Size	0.08544
Northern Segment	Corridor Segment	18000-18500 Years	18000	Mean Rate of Change	2.1e-4
Northern Segment	Corridor Segment	18000-18500 Years	18000	Fluctuation Amplitude	0.11958
Northern Segment	Corridor Segment	18000-18500 Years	18000	Time of Maximum Expansion	18200
Northern Segment	Corridor Segment	18000-18500 Years	18000	Maximum Expansion Rate	0.24853
Northern Segment	Corridor Segment	18000-18500 Years	18000	Time of Maximum Contraction	18200
Northern Segment	Corridor Segment	18000-18500 Years	18000	Maximum Contraction Rate	0.15326
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Mean Log Effective Population Size	8.98392
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Net Change in Log Effective Population Size	0.01582
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Mean Rate of Change	4e-5
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Fluctuation Amplitude	0.12426
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Time of Maximum Expansion	18000
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Maximum Expansion Rate	0.02826
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Time of Maximum Contraction	18400
Panxi and Liangshan	Sichuan Region	18000-18500 Years	18000	Maximum Contraction Rate	0.02513
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Mean Log Effective Population Size	9.3558
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Net Change in Log Effective Population Size	-0.00555
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Mean Rate of Change	-1e-5
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Fluctuation Amplitude	0.07191
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Time of Maximum Expansion	18400
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Maximum Expansion Rate	0.04748
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Time of Maximum Contraction	18100
Qinghai-Tibet Plateau Core	Highland	18000-18500 Years	18000	Maximum Contraction Rate	-0.06862
Western Highland	Highland	18000-18500 Years	18000	Mean Log Effective Population Size	9.28471
Western Highland	Highland	18000-18500 Years	18000	Net Change in Log Effective Population Size	0.01745
Western Highland	Highland	18000-18500 Years	18000	Mean Rate of Change	4e-5
Western Highland	Highland	18000-18500 Years	18000	Fluctuation Amplitude	0.07283
Western Highland	Highland	18000-18500 Years	18000	Time of Maximum Expansion	18400
Western Highland	Highland	18000-18500 Years	18000	Maximum Expansion Rate	0.10554
Western Highland	Highland	18000-18500 Years	18000	Time of Maximum Contraction	18000
Western Highland	Highland	18000-18500 Years	18000	Maximum Contraction Rate	-0.04976
Central Segment	Corridor Segment	18500-19000 Years	18500	Mean Log Effective Population Size	8.94487
Central Segment	Corridor Segment	18500-19000 Years	18500	Net Change in Log Effective Population Size	0.00836
Central Segment	Corridor Segment	18500-19000 Years	18500	Mean Rate of Change	2e-5
Central Segment	Corridor Segment	18500-19000 Years	18500	Fluctuation Amplitude	0.04894
Central Segment	Corridor Segment	18500-19000 Years	18500	Time of Maximum Expansion	19000
Central Segment	Corridor Segment	18500-19000 Years	18500	Maximum Expansion Rate	0.13205
Central Segment	Corridor Segment	18500-19000 Years	18500	Time of Maximum Contraction	18600
Central Segment	Corridor Segment	18500-19000 Years	18500	Maximum Contraction Rate	-0.00838
North China	Northern Lowland	18500-19000 Years	18500	Mean Log Effective Population Size	8.58211
North China	Northern Lowland	18500-19000 Years	18500	Net Change in Log Effective Population Size	-0.02539
North China	Northern Lowland	18500-19000 Years	18500	Mean Rate of Change	-6e-5
North China	Northern Lowland	18500-19000 Years	18500	Fluctuation Amplitude	0.08426
North China	Northern Lowland	18500-19000 Years	18500	Time of Maximum Expansion	18600
North China	Northern Lowland	18500-19000 Years	18500	Maximum Expansion Rate	0.07941
North China	Northern Lowland	18500-19000 Years	18500	Time of Maximum Contraction	19000
North China	Northern Lowland	18500-19000 Years	18500	Maximum Contraction Rate	-0.19098
Northern Segment	Corridor Segment	18500-19000 Years	18500	Mean Log Effective Population Size	9.05352
Northern Segment	Corridor Segment	18500-19000 Years	18500	Net Change in Log Effective Population Size	0.0798
Northern Segment	Corridor Segment	18500-19000 Years	18500	Mean Rate of Change	2e-4
Northern Segment	Corridor Segment	18500-19000 Years	18500	Fluctuation Amplitude	0.08808
Northern Segment	Corridor Segment	18500-19000 Years	18500	Time of Maximum Expansion	18600
Northern Segment	Corridor Segment	18500-19000 Years	18500	Maximum Expansion Rate	0.25928
Northern Segment	Corridor Segment	18500-19000 Years	18500	Time of Maximum Contraction	19000
Northern Segment	Corridor Segment	18500-19000 Years	18500	Maximum Contraction Rate	0.09818
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Mean Log Effective Population Size	9.32566
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Net Change in Log Effective Population Size	0.00822
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Mean Rate of Change	2e-5
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Fluctuation Amplitude	0.09217
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Time of Maximum Expansion	18600
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Maximum Expansion Rate	0.06919
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Time of Maximum Contraction	19000
Qinghai-Tibet Plateau Core	Highland	18500-19000 Years	18500	Maximum Contraction Rate	-0.03066
Western Highland	Highland	18500-19000 Years	18500	Mean Log Effective Population Size	9.25572
Western Highland	Highland	18500-19000 Years	18500	Net Change in Log Effective Population Size	0.01724
Western Highland	Highland	18500-19000 Years	18500	Mean Rate of Change	4e-5
Western Highland	Highland	18500-19000 Years	18500	Fluctuation Amplitude	0.08771
Western Highland	Highland	18500-19000 Years	18500	Time of Maximum Expansion	19000
Western Highland	Highland	18500-19000 Years	18500	Maximum Expansion Rate	0.1093
Western Highland	Highland	18500-19000 Years	18500	Time of Maximum Contraction	18600
Western Highland	Highland	18500-19000 Years	18500	Maximum Contraction Rate	-0.04497
Central Segment	Corridor Segment	19000-19500 Years	19000	Mean Log Effective Population Size	8.90374
Central Segment	Corridor Segment	19000-19500 Years	19000	Net Change in Log Effective Population Size	0.02904
Central Segment	Corridor Segment	19000-19500 Years	19000	Mean Rate of Change	7e-5
Central Segment	Corridor Segment	19000-19500 Years	19000	Fluctuation Amplitude	0.0558
Central Segment	Corridor Segment	19000-19500 Years	19000	Time of Maximum Expansion	19400
Central Segment	Corridor Segment	19000-19500 Years	19000	Maximum Expansion Rate	0.12899
Central Segment	Corridor Segment	19000-19500 Years	19000	Time of Maximum Contraction	19000
Central Segment	Corridor Segment	19000-19500 Years	19000	Maximum Contraction Rate	-0.01072
North China	Northern Lowland	19000-19500 Years	19000	Mean Log Effective Population Size	8.6208
North China	Northern Lowland	19000-19500 Years	19000	Net Change in Log Effective Population Size	-0.04639
North China	Northern Lowland	19000-19500 Years	19000	Mean Rate of Change	-1.2e-4
North China	Northern Lowland	19000-19500 Years	19000	Fluctuation Amplitude	0.09209
North China	Northern Lowland	19000-19500 Years	19000	Time of Maximum Expansion	19000
North China	Northern Lowland	19000-19500 Years	19000	Maximum Expansion Rate	-0.01716
North China	Northern Lowland	19000-19500 Years	19000	Time of Maximum Contraction	19400
North China	Northern Lowland	19000-19500 Years	19000	Maximum Contraction Rate	-0.199
Northern Segment	Corridor Segment	19000-19500 Years	19000	Mean Log Effective Population Size	8.96906
Northern Segment	Corridor Segment	19000-19500 Years	19000	Net Change in Log Effective Population Size	0.05833
Northern Segment	Corridor Segment	19000-19500 Years	19000	Mean Rate of Change	1.5e-4
Northern Segment	Corridor Segment	19000-19500 Years	19000	Fluctuation Amplitude	0.08475
Northern Segment	Corridor Segment	19000-19500 Years	19000	Time of Maximum Expansion	19000
Northern Segment	Corridor Segment	19000-19500 Years	19000	Maximum Expansion Rate	0.19601
Northern Segment	Corridor Segment	19000-19500 Years	19000	Time of Maximum Contraction	19400
Northern Segment	Corridor Segment	19000-19500 Years	19000	Maximum Contraction Rate	0.07274
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Mean Log Effective Population Size	9.32193
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Net Change in Log Effective Population Size	0.00822
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Mean Rate of Change	2e-5
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Fluctuation Amplitude	0.07979
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Time of Maximum Expansion	19000
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Maximum Expansion Rate	0.09487
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Time of Maximum Contraction	19400
Qinghai-Tibet Plateau Core	Highland	19000-19500 Years	19000	Maximum Contraction Rate	-0.02979
Western Highland	Highland	19000-19500 Years	19000	Mean Log Effective Population Size	9.26478
Western Highland	Highland	19000-19500 Years	19000	Net Change in Log Effective Population Size	0.01131
Western Highland	Highland	19000-19500 Years	19000	Mean Rate of Change	3e-5
Western Highland	Highland	19000-19500 Years	19000	Fluctuation Amplitude	0.06211
Western Highland	Highland	19000-19500 Years	19000	Time of Maximum Expansion	19400
Western Highland	Highland	19000-19500 Years	19000	Maximum Expansion Rate	0.09654
Western Highland	Highland	19000-19500 Years	19000	Time of Maximum Contraction	19000
Western Highland	Highland	19000-19500 Years	19000	Maximum Contraction Rate	-0.03488
Central Segment	Corridor Segment	19500-20000 Years	19500	Mean Log Effective Population Size	8.86307
Central Segment	Corridor Segment	19500-20000 Years	19500	Net Change in Log Effective Population Size	0.0543
Central Segment	Corridor Segment	19500-20000 Years	19500	Mean Rate of Change	1.4e-4
Central Segment	Corridor Segment	19500-20000 Years	19500	Fluctuation Amplitude	0.1467
Central Segment	Corridor Segment	19500-20000 Years	19500	Time of Maximum Expansion	20000
Central Segment	Corridor Segment	19500-20000 Years	19500	Maximum Expansion Rate	0.16113
Central Segment	Corridor Segment	19500-20000 Years	19500	Time of Maximum Contraction	19600
Central Segment	Corridor Segment	19500-20000 Years	19500	Maximum Contraction Rate	0.10438
Northern Segment	Corridor Segment	19500-20000 Years	19500	Mean Log Effective Population Size	8.91761
Northern Segment	Corridor Segment	19500-20000 Years	19500	Net Change in Log Effective Population Size	0.01747
Northern Segment	Corridor Segment	19500-20000 Years	19500	Mean Rate of Change	4e-5
Northern Segment	Corridor Segment	19500-20000 Years	19500	Fluctuation Amplitude	0.11912
Northern Segment	Corridor Segment	19500-20000 Years	19500	Time of Maximum Expansion	19600
Northern Segment	Corridor Segment	19500-20000 Years	19500	Maximum Expansion Rate	0.08156
Northern Segment	Corridor Segment	19500-20000 Years	19500	Time of Maximum Contraction	20000
Northern Segment	Corridor Segment	19500-20000 Years	19500	Maximum Contraction Rate	-0.00504
Qinghai-Tibet Plateau Core	Highland	19500-20000 Years	19500	Mean Log Effective Population Size	9.3405
Qinghai-Tibet Plateau Core	Highland	19500-20000 Years	19500	Net Change in Log Effective Population Size	-0.01554
Qinghai-Tibet Plateau Core	Highland	19500-20000 Years	19500	Mean Rate of Change	-4e-5
