haplogroup	n_samples	confidence	flag	complete_rho	complete_se	complete_age_kya	complete_ci_lo_kya	complete_ci_hi_kya	synonymous_rho	synonymous_se	synonymous_age_kya	synonymous_ci_lo_kya	synonymous_ci_hi_kya	hvsi_full_rho	hvsi_full_se	hvsi_full_age_kya	hvsi_full_ci_lo_kya	hvsi_full_ci_hi_kya	hvsi_trans_rho	hvsi_trans_se	hvsi_trans_age_kya	hvsi_trans_ci_lo_kya	hvsi_trans_ci_hi_kya	hvsii_rho	hvsii_se	hvsii_age_kya	hvsii_ci_lo_kya	hvsii_ci_hi_kya	control_rho	control_se	control_age_kya	control_ci_lo_kya	control_ci_hi_kya
H5c9^	0	no_ci	no_descendants																														
H5ca	0	no_ci	no_descendants																														
H5cc	0	no_ci	no_descendants																														
H5cc'dp	0	no_ci	no_descendants																														
H5cc2	0	no_ci	no_descendants																														
H5cc3	0	no_ci	no_descendants																														
H5cc^	0	no_ci	no_descendants																														
H5cd	0	no_ci	no_descendants																														
H5cd1	0	no_ci	no_descendants																														
H5ce	0	no_ci	no_descendants																														
H5ce+146	0	no_ci	no_descendants																														
H5ce1	0	no_ci	no_descendants																														
H5ce1a	0	no_ci	no_descendants																														
H5cf	0	no_ci	no_descendants																														
H5cf1	0	no_ci	no_descendants																														
H5cg	0	no_ci	no_descendants																														
H5cg+709	0	no_ci	no_descendants																														
H5cg1	0	no_ci	no_descendants																														
H5ci	0	no_ci	no_descendants																														
H5ci^	0	no_ci	no_descendants																														
H5cj	0	no_ci	no_descendants																														
H5ck	0	no_ci	no_descendants																														
H5ck'dj'dt	0	no_ci	no_descendants																														
H5cl	0	no_ci	no_descendants																														
H5cl1	0	no_ci	no_descendants																														
H5cl1+93	0	no_ci	no_descendants																														
H5cl1+93+207	0	no_ci	no_descendants																														
H5cl1a	0	no_ci	no_descendants																														
H5cm	0	no_ci	no_descendants																														
H5cm+16291	0	no_ci	no_descendants																														
H5cn	0	no_ci	no_descendants																														
H5cn2	0	no_ci	no_descendants																														
H5cn^	0	no_ci	no_descendants																														
H5co	0	no_ci	no_descendants																														
H5co'cp	0	no_ci	no_descendants																														
H5cp	0	no_ci	no_descendants																														
H5cq	0	no_ci	no_descendants																														
H5cr	0	no_ci	no_descendants																														
H5cr1	0	no_ci	no_descendants																														
H5cr1a	0	no_ci	no_descendants																														
H5cr1a1	0	no_ci	no_descendants																														
H5cs	0	no_ci	no_descendants																														
H5cs1	0	no_ci	no_descendants																														
H5cu	0	no_ci	no_descendants																														
H5cv	0	no_ci	no_descendants																														
H5cv1	0	no_ci	no_descendants																														
H5cv2	0	no_ci	no_descendants																														
H5cy	0	no_ci	no_descendants																														
H5cz	0	no_ci	no_descendants																														
H5cz1	0	no_ci	no_descendants																														
H5d+16519	0	no_ci	no_descendants																														
H5d1	0	no_ci	no_descendants																														
H5d3	0	no_ci	no_descendants																														
H5d4	0	no_ci	no_descendants																														
H5d4+152	0	no_ci	no_descendants																														
H5d6	0	no_ci	no_descendants																														
H5d7	0	no_ci	no_descendants																														
H5da	0	no_ci	no_descendants																														
H5db1	0	no_ci	no_descendants																														
H5dc	0	no_ci	no_descendants																														
H5dd	0	no_ci	no_descendants																														
H5dd+152	0	no_ci	no_descendants																														
H5de	0	no_ci	no_descendants																														
H5dg	0	no_ci	no_descendants																														
H5dh	0	no_ci	no_descendants																														
H5dj	0	no_ci	no_descendants																														
H5dn	0	no_ci	no_descendants																														
H5dp	0	no_ci	no_descendants																														
H5dp1	0	no_ci	no_descendants																														
H5dp1a	0	no_ci	no_descendants																														
H5dp1a+16261	0	no_ci	no_descendants																														
H5dp2	0	no_ci	no_descendants																														
H5ds	0	no_ci	no_descendants																														
H5ds1	0	no_ci	no_descendants																														
H5ds1a	0	no_ci	no_descendants																														
H5ds1a1	0	no_ci	no_descendants																														
H5ds1a1a	0	no_ci	no_descendants																														
H5ds1b	0	no_ci	no_descendants																														
H5ds2	0	no_ci	no_descendants																														
H5dt	0	no_ci	no_descendants																														
H5dv	0	no_ci	no_descendants																														
H5dx	0	no_ci	no_descendants																														
H5dy	0	no_ci	no_descendants																														
H5e1a+16189	0	no_ci	no_descendants																														
H5e1a1+16311	0	no_ci	no_descendants																														
H5e1a1+16311+200	0	no_ci	no_descendants																														
H5e1a10	0	no_ci	no_descendants																														
H5e1a11	0	no_ci	no_descendants																														
H5e1a12	0	no_ci	no_descendants																														
H5e1a13	0	no_ci	no_descendants																														
H5e1a14	0	no_ci	no_descendants																														
H5e1a15	0	no_ci	no_descendants																														
H5e1a1b	0	no_ci	no_descendants																														
H5e1a1b1	0	no_ci	no_descendants																														
H5e1a1d	0	no_ci	no_descendants																														
H5e1a2	0	no_ci	no_descendants																														
H5e1a4	0	no_ci	no_descendants																														
H5e1a5	0	no_ci	no_descendants																														
H5e1a6	0	no_ci	no_descendants																														
H5e1a8	0	no_ci	no_descendants																														
H5e1a9	0	no_ci	no_descendants																														
H5e1b1+152	0	no_ci	no_descendants																														
H5e1b4	0	no_ci	no_descendants																														
H5e1c	0	no_ci	no_descendants																														
H5e1c1	0	no_ci	no_descendants																														
H5e1g	0	no_ci	no_descendants																														
H5e1h	0	no_ci	no_descendants																														
H5e1h1	0	no_ci	no_descendants																														
H5e1i	0	no_ci	no_descendants																														
H5e1i1	0	no_ci	no_descendants																														
H5e1l	0	no_ci	no_descendants																														
H5e1m	0	no_ci	no_descendants																														
H5f2	0	no_ci	no_descendants																														
H5f2b	0	no_ci	no_descendants																														
H5f3	0	no_ci	no_descendants																														
H5f3b	0	no_ci	no_descendants																														
H5f5	0	no_ci	no_descendants																														
H5f5^+146	0	no_ci	no_descendants																														
H5f5a	0	no_ci	no_descendants																														
H5f5a1	0	no_ci	no_descendants																														
H5f5b	0	no_ci	no_descendants																														
H5f5b^	0	no_ci	no_descendants																														
H5f5c	0	no_ci	no_descendants																														
H5f7	0	no_ci	no_descendants																														
H5g+152	0	no_ci	no_descendants																														
H5g+152+16519	0	no_ci	no_descendants																														
H5g2	0	no_ci	no_descendants																														
H5g3a	0	no_ci	no_descendants																														
