# Reference: MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum
HG	Time (95%CI) (kya)	
	ρ-based method	ML method
F1a1c1	3.11  (0.23 , 6.04 )	4.00 (0.00, 8.35)
F1a1c2	7.83  (5.47 , 10.23 )	7.20 (4.38, 10.07)
F1a1c2a	6.28  (0.84 , 11.91 )	4.00 (0.00, 8.79)
F1a1c2a1	4.55  (0.32 , 8.91 )	3.01 (0.00, 6.14)
F1a1c2b	3.46  (0.07 , 6.92 )	3.94 (0.00, 8.95)
F1a1c2c	2.59  (0.00 , 5.57 )	2.26 (0.00, 8.64)
F1a1c2d	4.22  (0.79 , 7.74 )	3.67 (0.00, 7.68)
F1a1c2d1	2.59  (0.00 , 5.75 )	2.15 (0.00, 6.77)
F1a1c2e	5.22  (1.58 , 8.94 )	4.44 (0.72, 8.25)
F1a1c3	8.59  (4.95 , 12.31 )	7.87 (4.40, 11.43)
F1a1c3a	4.08  (0.44 , 7.81 )	3.89 (0.00, 9.34)
F1a1c3a1	3.24  (0.00 , 6.67 )	2.47 (0.00, 12.44)
F1a1c3b	4.89  (1.81 , 8.03 )	4.87 (1.04, 8.81)
F1a1c3c	3.63  (0.93 , 6.38 )	4.16 (0.00, 11.29)
F1a1c3d	5.22  (1.37 , 9.16 )	5.26 (1.20, 9.42)
F1a1c4	12.02  (7.65 , 16.50 )	9.74 (6.76, 12.76)
F1a1c4a	10.61  (3.41 , 18.12 )	8.32 (0.69, 16.32)
F1a1c4a1	5.75  (0.00 , 12.04 )	4.93 (0.00, 13.11)
F1a1c4b	12.45  (3.98 , 21.31 )	7.20 (2.67, 11.86)
F1a1c4b1	8.97  (2.30 , 15.92 )	5.15 (0.47, 9.98)
F1a1c4b1a	3.46  (0.07 , 6.92 )	2.15 (0.00, 4.93)
F1a1c4c	7.76  (4.69 , 10.89 )	6.92 (3.68, 10.23)
F1a1c4c1	10.61  (4.31 , 17.14 )	6.03 (2.70, 9.44)
F1a1c4c1a	2.59  (0.00 , 5.57 )	2.36 (0.00, 5.47)
F1a1c4c1b	3.46  (0.07 , 6.92 )	2.04 (0.00, 6.23)
F1a1c4c2	7.89  (1.54 , 14.49 )	5.54 (0.00, 11.72)
F1a1c4d	5.22  (0.39 , 10.19 )	6.53 (0.65, 12.64)
F1a1c5	8.79  (4.16 , 13.56 )	7.54 (3.74, 11.42)
F1a1c5a	5.60  (1.77 , 9.51 )	4.38 (0.66, 8.19)
F1a1c5b	1.72  (0.00 , 4.13 )	2.20 (0.00, 6.07)
F1a1c6	8.06  (4.29 , 11.92 )	7.76 (4.07, 11.54)
F1a1c6a	7.35  (0.99 , 13.97 )	5.04 (0.67, 9.53)
F1a1c6a1	2.59  (0.05 , 5.16 )	2.26 (0.00, 7.65)
F1a1c6b	2.59  (0.00 , 5.57 )	3.23 (0.00, 11.00)
F1a1c7	3.57  (0.94 , 6.24 )	4.82 (0.00, 9.86)
F1a1c7a	1.72  (0.00 , 4.13 )	1.88 (0.00, 9.02)
F1a1c8	4.00  (2.15 , 5.87 )	6.15 (2.17, 10.22)
F1a1c9	4.77  (0.00 , 10.54 )	4.33 (0.00, 16.70)
F1a1c9a	3.11  (0.00 , 7.52 )	2.42 (0.00, 5.42)
F1a1c9a1	1.29  (0.00 , 3.09 )	1.23 (0.00, 3.03)
F1a1c10	3.46  (0.00 , 7.71 )	3.07 (0.00, 13.64)
F1a1c11	2.59  (0.00 , 6.24 )	2.36 (0.00, 6.56)
F1a1c12	7.89  (1.54 , 14.49 )	6.76 (1.50, 12.19)
F1a1c13	8.91  (3.17 , 14.84 )	7.26 (3.15, 11.47)
F1a1c13a	5.75  (1.50 , 10.11 )	4.54 (0.00, 9.69)
F1a1c13a1	4.33  (0.53 , 8.24 )	3.29 (0.00, 8.06)
F1a1c14	3.90  (0.00 , 8.42 )	3.72 (0.00, 10.28)
F1a1c15	7.51  (0.83 , 14.47 )	8.38 (3.71, 13.18)
F1a1c15a	1.72  (0.00 , 3.81 )	2.53 (0.00, 7.16)
F1a1c16	1.72  (0.03 , 3.42 )	2.96 (0.00, 8.38)
F1a1d	6.93  (5.08 , 8.81 )	7.71 (5.63, 9.81)
F1a1d1	0.43  (0.00 , 0.91 )	2.09 (0.00, 7.15)
F1a1d2	3.14  (1.04 , 5.26 )	3.89 (1.02, 6.81)
F1a1d3	3.90  (0.00 , 8.42 )	3.56 (0.00, 8.56)
F1a1d4	3.90  (0.83 , 7.02 )	5.98 (0.96, 11.16)
F1a1d4a	6.55  (0.79 , 12.51 )	3.89 (0.00, 8.90)
F1a1d5	2.59  (0.00 , 6.99 )	2.26 (0.00, 6.45)
F1a1d6	1.72  (0.03 , 3.42 )	2.04 (0.00, 4.60)
F1a1d7	3.02  (0.00 , 6.37 )	3.40 (0.00, 9.05)
F1a1d7a	3.46  (0.00 , 7.71 )	2.15 (0.00, 7.21)
F1a1d8	2.59  (0.00 , 6.24 )	2.69 (0.00, 9.09)
F1a1d9	6.55  (0.79 , 12.51 )	4.76 (1.14, 8.47)
F1a1d10	7.00  (2.11 , 12.03 )	6.09 (2.01, 10.27)
F1a1d11	2.59  (0.00 , 5.57 )	3.23 (0.00, 7.01)
F1a1d12	2.59  (0.00 , 5.57 )	2.09 (0.00, 8.14)
F1a1d13	5.22  (0.10 , 10.50 )	5.15 (0.68, 9.75)
F1a1e	9.02  (2.56 , 15.73 )	8.77 (0.00, 20.28)
F1a1e1	2.59  (0.98 , 4.21 )	3.94 (0.13, 7.85)
F1a1e2	14.77  (5.88 , 24.08 )	8.77 (0.00, 18.76)
F1a1f	9.09  (3.36 , 15.01 )	9.85 (4.81, 15.03)
F1a1f1	6.33  (2.96 , 9.78 )	7.48 (2.62, 12.49)
F1a1f1a	2.74  (0.80 , 4.70 )	5.21 (0.00, 11.37)
F1a1f1b	7.22  (1.03 , 13.65 )	5.37 (0.00, 20.50)
F1a1f1c	4.33  (0.53 , 8.24 )	4.71 (0.00, 10.30)
F1a1f1d	4.33  (0.53 , 8.24 )	4.71 (0.00, 10.52)
F1a1f2	7.00  (2.11 , 12.03 )	7.32 (1.93, 12.88)
F1a1g	9.76  (5.42 , 14.22 )	9.45 (5.07, 13.94)
F1a1g1	2.85  (1.40 , 4.30 )	4.44 (1.14, 7.81)
F1a1g2	13.53  (6.76 , 20.55 )	8.44 (2.59, 14.49)
F1a1g2a	12.58  (6.50 , 18.86 )	7.71 (2.84, 12.72)
F1a1g2a1	2.59  (0.51 , 4.69 )	2.69 (0.00, 5.48)
F1a1g2a2	4.55  (0.00 , 9.29 )	2.85 (0.00, 6.51)
F1a1h	6.95  (5.10 , 8.82 )	7.82 (4.88, 10.81)
F1a1h1	3.46  (0.00 , 7.71 )	2.58 (0.00, 5.91)
F1a1h2	2.21  (0.44 , 4.01 )	3.83 (0.13, 7.63)
F1a1h3	2.59  (0.00 , 6.24 )	2.63 (0.00, 10.37)
F1a1h4	6.88  (2.83 , 11.04 )	6.26 (1.12, 11.56)
F1a1h4a	5.22  (1.16 , 9.38 )	4.54 (0.00, 9.46)
F1a1h4b	5.22  (0.10 , 10.50 )	4.44 (0.00, 9.02)
F1a1h5	1.72  (0.00 , 4.13 )	1.98 (0.00, 6.39)
F1a1h6	2.59  (0.00 , 5.57 )	2.69 (0.00, 8.76)
F1a1h7	5.22  (0.10 , 10.50 )	5.26 (0.89, 9.76)
F1a1h8	3.90  (0.00 , 8.42 )	4.49 (0.00, 9.30)
F1a1h9	3.46  (0.07 , 6.92 )	4.11 (0.00, 10.46)
F1a1i	15.05  (7.97 , 22.39 )	10.99 (4.73, 17.47)
F1a1i1	12.93  (6.67 , 19.41 )	9.11 (3.35, 15.08)
F1a1i1a	4.33  (1.27 , 7.46 )	3.94 (0.00, 11.74)
F1a1i1a1	5.22  (1.16 , 9.38 )	3.12 (0.00, 10.66)
F1a1i1b	8.79  (4.28 , 13.43 )	6.98 (1.92, 12.20)
F1a1i2	3.78  (0.00 , 8.23 )	4.05 (0.00, 11.29)
F1a1i2a	2.01  (0.52 , 3.51 )	2.53 (0.00, 5.86)
F1a1j'k	10.85  (5.12 , 16.76 )	10.64 (3.86, 17.70)
F1a1j	7.71  (1.42 , 14.25 )	7.93 (2.42, 13.63)
F1a1j1	3.02  (0.86 , 5.22 )	3.72 (0.44, 7.08)
F1a1k	1.72  (0.00 , 4.13 )	1.88 (0.00, 5.84)
F1a1l	8.28  (3.22 , 13.49 )	9.28 (1.39, 17.55)
F1a1l1	4.55  (0.00 , 9.29 )	5.98 (0.00, 24.72)
F1a1l2	2.59  (0.00 , 6.24 )	2.47 (0.00, 5.91)
F1a1m	6.21  (1.89 , 10.66 )	8.61 (2.65, 14.78)
F1a1m1	6.10  (1.56 , 10.78 )	6.20 (1.17, 11.39)
F1a1m2	2.06  (0.04 , 4.12 )	4.27 (0.00, 13.33)
F1a1n	4.77  (1.46 , 8.16 )	6.15 (0.00, 13.14)
F1a1o	6.28  (1.67 , 11.03 )	7.93 (1.36, 14.77)
F1a1p	5.22  (0.10 , 10.50 )	7.15 (0.09, 14.52)
F1a1q	6.91  (1.66 , 12.34 )	7.93 (0.00, 18.45)
F1a1q1	2.21  (0.44 , 4.01 )	2.80 (0.00, 6.46)
F1a1r	2.59  (0.00 , 6.44 )	3.40 (0.00, 11.28)
F1a1s	5.22  (0.10 , 10.50 )	5.81 (0.00, 13.13)
F1a4	17.82  (7.84 , 28.31 )	12.30 (7.30, 17.44)
F1a4a	10.92  (4.89 , 17.16 )	9.00 (3.24, 14.96)
F1a4a1	5.69  (2.26 , 9.19 )	5.37 (2.37, 8.43)
F1a4a1a	4.42  (2.37 , 6.51 )	4.60 (1.51, 7.75)
F1a4a1a1	1.72  (0.00 , 4.13 )	1.50 (0.00, 4.81)
F1a4a2	5.06  (0.37 , 9.89 )	5.43 (0.84, 10.15)
F1a4a2a	2.41  (1.14 , 3.69 )	3.45 (0.91, 6.04)
F1a4a3	1.29  (0.00 , 3.84 )	1.12 (0.00, 4.96)
F1a4b	3.90  (0.00 , 8.59 )	5.81 (0.00, 14.15)
F1a4b1	1.55  (0.00 , 3.31 )	2.85 (0.00, 7.61)
F1a5	10.34  (2.08 , 19.00 )	8.55 (2.17, 15.18)
F1a5a	5.08  (0.62 , 9.66 )	5.10 (0.00, 11.26)
F1a5a1	2.59  (0.82 , 4.37 )	3.50 (0.12, 6.96)
F1a5a2	1.93  (0.00 , 4.81 )	1.93 (0.00, 5.25)
F1a6	6.10  (0.43 , 11.99 )	8.38 (0.00, 18.58)
F1a7	8.43  (2.19 , 14.91 )	10.02 (0.09, 20.54)
F1a2	8.12  (3.55 , 12.82 )	8.32 (3.55, 13.24)
F1a2a	5.84  (3.12 , 8.61 )	6.37 (2.60, 10.22)
F1a2a1	5.94  (1.62 , 10.38 )	5.10 (0.00, 11.37)
F1a2a1a	4.84  (1.64 , 8.10 )	4.00 (0.00, 8.90)
F1a2a1a1	3.90  (0.00 , 8.42 )	2.69 (0.00, 7.11)
F1a2a2	2.59  (0.32 , 4.89 )	2.91 (0.00, 7.44)
F1a2a3	2.21  (0.00 , 4.53 )	2.91 (0.00, 7.12)
F1a2a4	3.90  (0.00 , 8.42 )	2.26 (0.00, 5.04)
F1a2b	2.59  (0.82 , 4.37 )	4.00 (0.60, 7.47)
F1a8	4.33  (2.15 , 6.55 )	5.65 (1.79, 9.60)
F1a9	3.11  (0.00 , 6.39 )	2.85 (0.00, 7.28)
F1a10	3.24  (0.00 , 6.67 )	4.60 (0.00, 10.41)
F1a11	6.10  (2.25 , 10.05 )	7.48 (0.62, 14.64)
F1a11a	2.59  (0.05 , 5.16 )	4.00 (0.00, 8.79)
F1a11b	3.90  (0.77 , 7.09 )	4.33 (0.00, 9.13)
F1a3	17.30  (11.40 , 23.38 )	13.69 (9.54, 17.93)
F1a3a	9.13  (5.67 , 12.66 )	8.89 (4.52, 13.36)
F1a3a1	8.16  (3.08 , 13.40 )	6.76 (0.87, 12.87)
F1a3a1a	7.35  (2.07 , 12.81 )	5.04 (0.15, 10.08)
F1a3a1a1	3.24  (0.40 , 6.14 )	3.12 (0.00, 7.23)
F1a3a2	3.24  (0.40 , 6.14 )	3.83 (0.00, 8.51)
F1a3a3	4.16  (0.25 , 8.16 )	6.09 (0.00, 12.63)
F1a3a3a	2.59  (0.00 , 5.31 )	3.61 (0.00, 7.73)
F1a3a4	3.02  (0.78 , 5.30 )	4.60 (0.00, 10.86)
F1a3b	12.58  (4.82 , 20.68 )	9.45 (4.86, 14.17)
F1a3b1	7.37  (3.83 , 11.00 )	6.59 (3.57, 9.67)
F1a3b1a	5.44  (1.77 , 9.19 )	4.60 (1.93, 7.32)
F1a3b1a1	4.77  (0.68 , 8.97 )	3.50 (0.02, 7.07)
F1a3b1a1a	2.59  (0.05 , 5.16 )	2.20 (0.00, 4.77)
F1a3b1b	4.46  (1.19 , 7.80 )	4.44 (0.19, 8.80)
F1a3b1b1	1.72  (0.00 , 4.13 )	1.82 (0.00, 7.53)
F1a3b1c	5.22  (0.10 , 10.50 )	3.72 (0.13, 7.41)
F1a3c	5.45  (1.01 , 10.02 )	5.37 (0.00, 11.54)
F1a3c1	3.31  (1.03 , 5.63 )	3.89 (1.02, 6.81)
F1a3d	2.59  (0.00 , 6.24 )	3.61 (0.00, 10.61)
F1a12	10.25  (7.26 , 13.28 )	8.83 (5.87, 11.84)
F1a12a	7.77  (4.68 , 10.92 )	7.32 (4.28, 10.41)
F1a12a1	1.72  (0.00 , 4.13 )	2.20 (0.00, 9.03)
F1a12a2	11.16  (4.73 , 17.83 )	6.31 (3.19, 9.50)
F1a12a3	1.93  (0.00 , 4.16 )	2.80 (0.00, 6.24)
F1a12b	11.39  (4.47 , 18.59 )	6.87 (2.98, 10.85)
F1a12b1	2.59  (0.05 , 5.16 )	2.09 (0.00, 5.09)
F1a12b2	3.90  (0.00 , 8.42 )	2.74 (0.00, 6.29)
F1a12c	8.79  (3.56 , 14.19 )	7.48 (3.58, 11.48)
F1a12c1	6.10  (0.96 , 11.42 )	5.81 (0.00, 12.79)
F1a12c2	6.10  (0.96 , 11.42 )	5.48 (0.00, 15.52)
F1a12d	4.33  (0.00 , 9.13 )	3.40 (0.00, 8.06)
F1a12d1	2.06  (0.04 , 4.12 )	2.15 (0.00, 5.04)
F1a12e	3.90  (0.00 , 8.42 )	4.87 (0.00, 11.81)
F1a12f	5.22  (0.10 , 10.50 )	4.71 (0.00, 12.54)
F1c	23.81  (12.70 , 35.48 )	16.08 (3.53, 29.46)
F1c1'2	19.07  (10.00 , 28.54 )	14.68 (7.62, 21.99)
F1c1	16.21  (8.91 , 23.78 )	13.00 (6.01, 20.25)
F1c1a	13.35  (8.38 , 18.46 )	11.96 (4.80, 19.41)
F1c1a1	9.99  (7.39 , 12.64 )	10.76 (7.88, 13.69)
F1c1a1a	6.10  (2.88 , 9.40 )	6.98 (1.92, 12.20)
F1c1a1b	7.89  (2.38 , 13.59 )	8.04 (0.52, 15.91)
F1c1a1b1	6.10  (1.56 , 10.78 )	5.92 (0.00, 12.68)
F1c1a1c'd'e	7.04  (3.70 , 10.45 )	9.34 (5.29, 13.49)
F1c1a1c	2.26  (1.07 , 3.46 )	3.78 (0.81, 6.81)
F1c1a1d	3.90  (1.07 , 6.77 )	4.87 (0.10, 9.80)
F1c1a1e	6.28  (3.93 , 8.67 )	7.93 (4.13, 11.82)
F1c1a1f	5.51  (2.64 , 8.43 )	5.81 (0.90, 10.88)
F1c1a1g	5.22  (1.16 , 9.38 )	6.37 (0.00, 13.14)
F1c1a1h	2.59  (0.00 , 5.57 )	3.56 (0.00, 10.11)
F1c1a1i	5.22  (0.48 , 10.10 )	6.37 (0.00, 14.28)
F1c1a1i1	3.63  (0.00 , 7.39 )	4.00 (0.00, 9.90)
F1c1a1j	3.46  (0.07 , 6.92 )	2.36 (0.00, 6.01)
F1c1a1k	10.06  (5.64 , 14.60 )	8.94 (5.66, 12.29)
F1c1a1k1	6.55  (2.07 , 11.15 )	5.76 (1.37, 10.27)
F1c1a1l	2.59  (0.67 , 4.53 )	4.44 (0.00, 10.13)
F1c1a2	9.84  (5.23 , 14.58 )	9.23 (2.29, 16.46)
F1c1a2a	7.98  (5.01 , 11.01 )	8.21 (4.29, 12.22)
F1c1a2a1	3.90  (0.00 , 8.42 )	4.71 (0.00, 15.61)
F1c1a2a2	9.25  (2.34 , 16.43 )	6.76 (1.81, 11.85)
F1c1a2a3	5.22  (0.00 , 11.73 )	4.44 (0.00, 9.35)
F1c1a2a4	6.55  (0.79 , 12.51 )	6.03 (1.22, 11.00)
F1c1a2b	1.72  (0.00 , 4.13 )	1.98 (0.00, 5.95)
F1c1a2c	3.46  (0.07 , 6.92 )	4.38 (0.00, 10.18)
F1c1b	3.90  (0.00 , 8.42 )	3.07 (0.00, 7.83)
F1c2	14.77  (5.88 , 24.08 )	12.65 (5.68, 19.89)
F1c3	5.04  (2.84 , 7.27 )	6.20 (0.96, 11.62)
F1f	9.06  (6.18 , 11.98 )	7.43 (5.47, 9.41)
F1f1	5.22  (0.41 , 10.17 )	5.21 (0.52, 10.03)
F1f1a	3.90  (0.77 , 7.09 )	3.94 (0.00, 8.40)
F1f2	6.36  (0.71 , 12.20 )	4.93 (0.00, 12.21)
F1f3	2.06  (0.04 , 4.12 )	4.00 (0.00, 11.80)
F1f4	1.72  (0.00 , 4.13 )	2.20 (0.00, 6.17)
F1f5	2.59  (0.00 , 5.33 )	3.01 (0.00, 7.12)
F1f6	5.22  (0.78 , 9.78 )	4.22 (0.40, 8.13)
F1f7	3.46  (0.07 , 6.92 )	4.00 (0.00, 8.35)
F1f8	2.59  (1.21 , 3.97 )	3.07 (0.53, 5.65)
F1f9	3.90  (0.20 , 7.69 )	4.65 (0.09, 9.35)
F1f10	13.48  (3.86 , 23.62 )	6.48 (0.60, 12.58)
F1f10a'b	11.61  (2.40 , 21.31 )	5.65 (0.00, 11.94)
F1f10a	1.95  (0.00 , 4.65 )	2.15 (0.00, 6.34)
F1f10a1	0.81  (0.00 , 1.81 )	1.34 (0.00, 3.03)
F1f10b	3.33  (0.00 , 8.10 )	2.42 (0.00, 6.07)
F1f11	1.72  (0.03 , 3.42 )	2.26 (0.00, 4.82)
F1f12	4.77  (0.51 , 9.15 )	5.21 (0.00, 11.04)
F1h	8.57  (2.06 , 15.33 )	7.71 (0.62, 15.10)
F1h1	4.33  (0.53 , 8.24 )	4.00 (0.00, 8.13)
F1i	2.59  (0.00 , 5.68 )	3.83 (0.00, 9.62)
F1j	6.36  (2.66 , 10.14 )	7.20 (0.00, 18.38)
F1b'k	34.64  (19.04 , 51.15 )	26.90 (12.19, 42.54)
F1b1	14.32  (10.35 , 18.38 )	10.76 (7.55, 14.03)
F1b1a'c	17.92  (10.49 , 25.63 )	10.36 (1.57, 19.61)
F1b1a	9.18  (3.46 , 15.08 )	7.20 (4.27, 10.18)
F1b1a1	7.59  (2.12 , 13.23 )	6.15 (3.45, 8.89)
F1b1a1a	5.42  (2.41 , 8.48 )	5.10 (2.74, 7.49)
F1b1a1a1	4.80  (2.22 , 7.42 )	4.16 (2.03, 6.32)
F1b1a1a1a	3.90  (0.01 , 7.88 )	2.80 (0.26, 5.37)
F1b1a1a1b	2.59  (0.05 , 5.16 )	2.80 (0.00, 6.90)
F1b1a1a2	2.26  (0.36 , 4.18 )	2.91 (0.58, 5.27)
F1b1a1a3	2.59  (0.00 , 6.24 )	2.63 (0.00, 6.40)
F1b1a2	3.46  (0.07 , 6.92 )	3.94 (0.00, 8.51)
F1b1a3	2.59  (0.00 , 5.57 )	2.26 (0.00, 5.69)
F1b1a4	3.90  (0.00 , 8.42 )	4.27 (0.00, 10.29)
F1b1c	11.26  (7.75 , 14.85 )	8.61 (5.22, 12.06)
F1b1c1	8.23  (4.53 , 12.02 )	7.26 (4.01, 10.58)
F1b1c1a	4.16  (0.93 , 7.46 )	3.78 (0.00, 8.12)
F1b1c1b	6.10  (0.96 , 11.42 )	4.44 (1.14, 7.81)
F1b1c1c	4.33  (0.00 , 8.96 )	4.65 (0.82, 8.58)
F1b1c2	8.16  (4.81 , 11.59 )	7.26 (3.15, 11.47)
F1b1c3	10.06  (4.44 , 15.87 )	7.43 (2.99, 11.98)
F1b1c3a	4.16  (0.62 , 7.78 )	3.34 (0.00, 7.78)
F1b1c3b	5.22  (1.58 , 8.94 )	5.26 (0.68, 9.98)
F1b1b'g'h'i	10.85  (6.27 , 15.54 )	9.57 (4.75, 14.52)
F1b1b	6.66  (3.31 , 10.07 )	7.15 (3.58, 10.80)
F1b1b1	4.16  (1.75 , 6.60 )	5.48 (0.89, 10.21)
F1b1b2	5.48  (1.40 , 9.67 )	4.93 (1.62, 8.31)
F1b1b3	0.39  (0.00 , 0.94 )	2.20 (0.00, 7.81)
F1b1g	6.86  (3.86 , 9.91 )	6.37 (1.65, 11.23)
F1b1g1	4.55  (1.17 , 8.02 )	4.44 (0.00, 10.35)
F1b1i	5.75  (1.04 , 10.60 )	5.87 (0.00, 12.17)
F1b1d	4.63  (1.83 , 7.47 )	5.92 (0.00, 12.46)
F1b1e	5.60  (3.22 , 8.01 )	5.48 (3.33, 7.66)
F1b1e1	0.86  (0.00 , 2.55 )	1.18 (0.00, 3.40)
F1b1e2	2.59  (0.71 , 4.48 )	3.18 (0.01, 6.41)
F1b1e3	4.16  (0.93 , 7.46 )	3.89 (0.50, 7.36)
F1b1f	2.59  (0.47 , 4.73 )	4.16 (0.00, 11.97)
F1b1j	7.89  (0.51 , 15.61 )	6.15 (0.17, 12.35)
F1b1j1	1.29  (0.00 , 3.09 )	1.45 (0.00, 5.40)
F1b1k	13.99  (7.11 , 21.12 )	9.62 (6.11, 13.21)
F1b1k1	6.55  (2.07 , 11.15 )	6.15 (0.00, 13.14)
F1b1k2	4.55  (1.17 , 8.02 )	3.67 (0.28, 7.13)
F1b1l	6.55  (1.08 , 12.20 )	6.42 (0.44, 12.64)
F1k	6.55  (2.07 , 11.15 )	6.20 (0.00, 12.97)
F1d	20.23  (9.32 , 31.72 )	22.02 (10.53, 34.14)
F1d1	11.84  (6.31 , 17.53 )	10.87 (6.46, 15.40)
F1d1a	9.39  (7.02 , 11.79 )	9.00 (5.93, 12.12)
F1d1a1	6.82  (2.78 , 10.96 )	7.15 (3.47, 10.91)
F1d1a1a	5.22  (3.13 , 7.33 )	6.26 (2.92, 9.66)
F1d1a1a1	8.97  (3.95 , 14.15 )	5.54 (2.43, 8.71)
F1d1a1b	2.59  (0.05 , 5.16 )	3.07 (0.01, 6.19)
F1d1a2	6.86  (2.25 , 11.60 )	6.76 (0.00, 14.34)
F1d1a2a	4.16  (1.75 , 6.60 )	4.60 (0.00, 9.74)
F1d1a2a1	3.46  (0.07 , 6.92 )	3.01 (0.00, 7.45)
F1d1a2b	5.22  (0.10 , 10.50 )	3.83 (0.00, 8.73)
F1d1a3	5.66  (2.33 , 9.06 )	6.03 (0.07, 12.23)
F1d1a4'5	9.60  (5.35 , 13.96 )	7.82 (3.48, 12.27)
F1d1a4	4.16  (0.93 , 7.46 )	3.94 (0.00, 8.51)
F1d1a5	6.74  (1.42 , 12.24 )	5.26 (0.00, 10.76)
F1d1a5a	4.77  (1.46 , 8.16 )	4.22 (0.40, 8.13)
F1d1a6	1.47  (0.03 , 2.93 )	2.36 (0.00, 6.45)
F1d1a7	8.79  (4.51 , 13.19 )	7.87 (3.22, 12.67)
F1d1a8	4.33  (1.38 , 7.35 )	5.10 (0.00, 10.70)
F1d1a9	5.22  (0.39 , 10.19 )	5.70 (0.00, 12.68)
F1d1b	1.55  (0.00 , 3.31 )	2.31 (0.00, 6.39)
F1d1c	3.90  (0.00 , 8.42 )	5.54 (0.00, 16.72)
F1d2	7.89  (1.54 , 14.49 )	10.02 (0.00, 21.01)
F1e	21.02  (13.48 , 28.82 )	23.23 (13.59, 33.30)
F1e1	21.89  (12.84 , 31.32 )	21.48 (12.60, 30.74)
F1e1a	5.88  (1.24 , 10.66 )	6.42 (0.33, 12.75)
F1e1a1	2.59  (0.51 , 4.69 )	2.91 (0.00, 7.55)
F1e1a2	2.59  (0.00 , 6.24 )	2.36 (0.00, 6.67)
F1e1b	18.20  (9.97 , 26.77 )	19.15 (10.36, 28.31)
F1e1b1	5.22  (0.43 , 10.15 )	8.44 (0.00, 19.57)
F1e1b2	19.01  (8.87 , 29.66 )	15.67 (7.04, 24.69)
F1e2	5.98  (2.08 , 9.97 )	6.48 (1.54, 11.57)
F1e2a	5.22  (1.03 , 9.52 )	3.78 (0.00, 8.12)
F1e3'4'5	17.63  (9.81 , 25.76 )	20.40 (5.39, 36.53)
F1e3'4	14.56  (8.45 , 20.87 )	17.19 (8.83, 25.92)
F1e3	11.67  (7.31 , 16.14 )	13.52 (8.37, 18.80)
F1e3a	4.87  (0.06 , 9.83 )	6.48 (0.00, 16.23)
F1e3a1	2.21  (1.03 , 3.41 )	4.27 (1.61, 6.98)
F1e3b1	3.46  (0.00 , 7.71 )	3.23 (0.00, 8.55)
F1e3c	1.93  (0.00 , 4.16 )	3.29 (0.00, 7.18)
F1e3d	3.02  (0.78 , 5.30 )	3.34 (0.00, 6.80)
F1e3e	14.92  (6.04 , 24.22 )	12.13 (4.85, 19.71)
F1e3e1	6.55  (1.18 , 12.10 )	4.27 (0.00, 14.35)
F1e3e1a	5.22  (1.37 , 9.16 )	4.27 (0.00, 9.40)
F1e4	4.25  (1.97 , 6.57 )	5.26 (1.52, 9.09)
F1e5	10.61  (3.65 , 17.85 )	10.36 (0.00, 22.08)
F1e5a	3.90  (0.00 , 8.42 )	4.33 (0.00, 10.35)
F1g	13.39  (7.56 , 19.41 )	13.80 (3.87, 24.29)
F1g1	10.79  (8.22 , 13.39 )	9.74 (7.42, 12.08)
F1g1a	10.27  (7.08 , 13.53 )	9.11 (6.69, 11.56)
F1g1a1	4.55  (0.94 , 8.26 )	3.40 (0.22, 6.63)
F1g1a2	4.25  (1.39 , 7.18 )	4.93 (0.00, 10.97)
F1g1a3	5.22  (1.58 , 8.94 )	4.60 (0.46, 8.86)
F1g1a4	7.44  (2.78 , 12.24 )	7.65 (3.21, 12.21)
F1g1a4a	2.59  (0.05 , 5.16 )	3.12 (0.00, 6.47)
F1g1a5'6'7	9.42  (5.50 , 13.42 )	7.82 (4.02, 11.71)
F1g1a5	10.61  (2.76 , 18.82 )	6.48 (2.50, 10.56)
F1g1a6	5.22  (0.78 , 9.78 )	5.37 (1.31, 9.54)
F1g1a7	4.33  (0.53 , 8.24 )	4.00 (0.00, 9.12)
F1g1b	4.55  (0.72 , 8.49 )	5.21 (0.00, 12.16)
F1g1b1	3.90  (0.00 , 8.42 )	3.34 (0.00, 10.33)
F1g1c	4.33  (0.00 , 8.96 )	3.34 (0.00, 12.68)
F1g1d	8.97  (3.74 , 14.37 )	8.16 (4.56, 11.83)
F1g1d1	7.00  (1.55 , 12.63 )	6.53 (0.55, 12.75)
F1g1e	3.90  (0.77 , 7.09 )	3.94 (0.00, 8.51)
F1g1f	12.72  (6.38 , 19.27 )	8.94 (6.31, 11.62)
F1g1f1	8.97  (3.64 , 14.48 )	6.70 (1.97, 11.57)
F1g1f1a	1.55  (0.00 , 3.83 )	1.55 (0.00, 3.68)
F1g1f2	7.51  (2.06 , 13.13 )	7.59 (4.01, 11.25)
F1g1f2a	3.46  (0.52 , 6.45 )	4.33 (0.00, 10.13)
F1g1g	5.22  (1.58 , 8.94 )	4.22 (0.00, 9.12)
F1l	19.01  (9.72 , 28.73 )	21.36 (6.93, 36.80)
F1l1	6.55  (1.72 , 11.53 )	6.65 (0.00, 19.53)
F1l2	4.33  (0.00 , 9.59 )	4.11 (0.00, 12.14)
F2	28.77  (17.87 , 40.16 )	37.00 (25.35, 49.13)
